PUNTO,ESTE,NORTE,h
2699,368251.6394,8289370.678,3838
2700,368751.6394,8289370.678,3835
2701,369251.6394,8289370.678,3835
2702,369751.6394,8289370.678,3836
2703,370251.6394,8289370.678,3837
2704,370751.6394,8289370.678,3833
2705,371251.6394,8289370.678,3835
2706,371751.6394,8289370.678,3832
2707,372251.6394,8289370.678,3835
2708,372751.6394,8289370.678,3835
2709,373251.6394,8289370.678,3833
2710,373751.6394,8289370.678,3829
2711,374251.6394,8289370.678,3836
2712,374751.6394,8289370.678,3835
2713,375251.6394,8289370.678,3834
2714,375751.6394,8289370.678,3834
2715,376251.6394,8289370.678,3832
2716,376751.6394,8289370.678,3834
2717,377251.6394,8289370.678,3830
2718,377751.6394,8289370.678,3832
2719,378251.6394,8289370.678,3826
2720,378751.6394,8289370.678,3833
2721,379251.6394,8289370.678,3830
2722,379751.6394,8289370.678,3828
2723,380251.6394,8289370.678,3830
2724,380751.6394,8289370.678,3830
2725,381251.6394,8289370.678,3830
2726,381751.6394,8289370.678,3828
2727,382251.6394,8289370.678,3823
2728,382751.6394,8289370.678,3825
2729,383251.6394,8289370.678,3826
2730,383751.6394,8289370.678,3831
2731,384251.6394,8289370.678,3830
2732,384751.6394,8289370.678,3829
2733,385251.6394,8289370.678,3830
2734,385751.6394,8289370.678,3837
2735,386251.6394,8289370.678,3829
2736,386751.6394,8289370.678,3828
2737,387251.6394,8289370.678,3827
2738,387751.6394,8289370.678,3858
2739,388251.6394,8289370.678,3865
2740,388751.6394,8289370.678,3829
2741,389251.6394,8289370.678,3841
2742,389751.6394,8289370.678,3842
2743,390251.6394,8289370.678,3843
2744,390751.6394,8289370.678,3844
2745,391251.6394,8289370.678,3857
2746,391751.6394,8289370.678,3906
2747,392251.6394,8289370.678,3916
2748,392751.6394,8289370.678,3867
2749,393251.6394,8289370.678,3850
2750,393751.6394,8289370.678,3840
2751,394251.6394,8289370.678,3856
2752,394751.6394,8289370.678,3963
2753,395251.6394,8289370.678,3876
2754,395751.6394,8289370.678,3923
2755,396251.6394,8289370.678,3979
2756,396751.6394,8289370.678,4055
2757,397251.6394,8289370.678,4017
2758,397751.6394,8289370.678,4104
2759,398251.6394,8289370.678,4131
2760,398751.6394,8289370.678,4036
2761,399251.6394,8289370.678,4071
2762,399751.6394,8289370.678,4142
2763,400251.6394,8289370.678,3990
2764,400751.6394,8289370.678,3913
2765,401251.6394,8289370.678,3903
2766,362251.6394,8288870.678,3839
2767,362751.6394,8288870.678,3839
2768,363251.6394,8288870.678,3840
2769,363751.6394,8288870.678,3840
2770,364251.6394,8288870.678,3839
2771,364751.6394,8288870.678,3838
2772,365251.6394,8288870.678,3842
2773,365751.6394,8288870.678,3837
2774,366251.6394,8288870.678,3840
2775,366751.6394,8288870.678,3840
2776,367251.6394,8288870.678,3838
2777,367751.6394,8288870.678,3840
2778,368251.6394,8288870.678,3833
2779,368751.6394,8288870.678,3834
2780,369251.6394,8288870.678,3832
2781,369751.6394,8288870.678,3835
2782,370251.6394,8288870.678,3839
2783,370751.6394,8288870.678,3836
2784,371251.6394,8288870.678,3835
2785,371751.6394,8288870.678,3835
2786,372251.6394,8288870.678,3836
2787,372751.6394,8288870.678,3833
2788,373251.6394,8288870.678,3833
2789,373751.6394,8288870.678,3833
2790,374251.6394,8288870.678,3834
2791,374751.6394,8288870.678,3833
2792,375251.6394,8288870.678,3832
2793,375751.6394,8288870.678,3832
2794,376251.6394,8288870.678,3833
2795,376751.6394,8288870.678,3832
2796,377251.6394,8288870.678,3831
2797,377751.6394,8288870.678,3831
2798,378251.6394,8288870.678,3832
2799,378751.6394,8288870.678,3830
2800,379251.6394,8288870.678,3829
2801,379751.6394,8288870.678,3828
2802,380251.6394,8288870.678,3831
2803,380751.6394,8288870.678,3830
2804,381251.6394,8288870.678,3830
2805,381751.6394,8288870.678,3827
2806,382251.6394,8288870.678,3825
2807,382751.6394,8288870.678,3827
2808,383251.6394,8288870.678,3825
2809,383751.6394,8288870.678,3824
2810,384251.6394,8288870.678,3828
2811,384751.6394,8288870.678,3827
2812,385251.6394,8288870.678,3829
2813,385751.6394,8288870.678,3858
2814,386251.6394,8288870.678,3827
2815,386751.6394,8288870.678,3826
2816,387251.6394,8288870.678,3827
2817,387751.6394,8288870.678,3827
2818,388251.6394,8288870.678,3855
2819,388751.6394,8288870.678,3834
2820,389251.6394,8288870.678,3850
2821,389751.6394,8288870.678,3839
2822,390251.6394,8288870.678,3901
2823,390751.6394,8288870.678,3839
2824,391251.6394,8288870.678,3837
2825,391751.6394,8288870.678,3877
2826,392251.6394,8288870.678,3940
2827,392751.6394,8288870.678,3923
2828,393251.6394,8288870.678,3859
2829,393751.6394,8288870.678,3846
2830,394251.6394,8288870.678,3839
2831,394751.6394,8288870.678,3912
2832,395251.6394,8288870.678,3860
2833,395751.6394,8288870.678,3900
2834,396251.6394,8288870.678,3914
2835,396751.6394,8288870.678,3975
2836,397251.6394,8288870.678,3986
2837,397751.6394,8288870.678,4102
2838,398251.6394,8288870.678,4008
2839,398751.6394,8288870.678,4005
2840,399251.6394,8288870.678,4039
2841,399751.6394,8288870.678,4139
2842,400251.6394,8288870.678,4035
2843,400751.6394,8288870.678,3915
2844,401251.6394,8288870.678,3920
2845,362251.6394,8288370.678,3839
2846,362751.6394,8288370.678,3839
2847,363251.6394,8288370.678,3838
2848,363751.6394,8288370.678,3839
2849,364251.6394,8288370.678,3840
2850,364751.6394,8288370.678,3839
2851,365251.6394,8288370.678,3842
2852,365751.6394,8288370.678,3839
2853,366251.6394,8288370.678,3838
2854,366751.6394,8288370.678,3837
2855,367251.6394,8288370.678,3843
2856,367751.6394,8288370.678,3839
2857,368251.6394,8288370.678,3837
2858,368751.6394,8288370.678,3834
2859,369251.6394,8288370.678,3837
2860,369751.6394,8288370.678,3839
2861,370251.6394,8288370.678,3836
2862,370751.6394,8288370.678,3835
2863,371251.6394,8288370.678,3833
2864,371751.6394,8288370.678,3834
2865,372251.6394,8288370.678,3835
2866,372751.6394,8288370.678,3835
2867,373251.6394,8288370.678,3834
2868,373751.6394,8288370.678,3835
2869,374251.6394,8288370.678,3832
2870,374751.6394,8288370.678,3834
2871,375251.6394,8288370.678,3833
2872,375751.6394,8288370.678,3828
2873,376251.6394,8288370.678,3834
2874,376751.6394,8288370.678,3833
2875,377251.6394,8288370.678,3831
2876,377751.6394,8288370.678,3832
2877,378251.6394,8288370.678,3831
2878,378751.6394,8288370.678,3831
2879,379251.6394,8288370.678,3828
2880,379751.6394,8288370.678,3829
2881,380251.6394,8288370.678,3830
2882,380751.6394,8288370.678,3827
2883,381251.6394,8288370.678,3826
2884,381751.6394,8288370.678,3830
2885,382251.6394,8288370.678,3826
2886,382751.6394,8288370.678,3826
2887,383251.6394,8288370.678,3829
2888,383751.6394,8288370.678,3825
2889,384251.6394,8288370.678,3827
2890,384751.6394,8288370.678,3825
2891,385251.6394,8288370.678,3827
2892,385751.6394,8288370.678,3877
2893,386251.6394,8288370.678,3828
2894,386751.6394,8288370.678,3827
2895,387251.6394,8288370.678,3827
2896,387751.6394,8288370.678,3824
2897,388251.6394,8288370.678,3881
2898,388751.6394,8288370.678,3859
2899,389251.6394,8288370.678,3839
2900,389751.6394,8288370.678,3859
2901,390251.6394,8288370.678,3868
2902,390751.6394,8288370.678,3842
2903,391251.6394,8288370.678,3836
2904,391751.6394,8288370.678,3849
2905,392251.6394,8288370.678,3883
2906,392751.6394,8288370.678,3900
2907,393251.6394,8288370.678,3875
2908,393751.6394,8288370.678,3835
2909,394251.6394,8288370.678,3832
2910,394751.6394,8288370.678,3846
2911,395251.6394,8288370.678,3853
2912,395751.6394,8288370.678,3865
2913,396251.6394,8288370.678,3873
2914,396751.6394,8288370.678,3898
2915,397251.6394,8288370.678,3932
2916,397751.6394,8288370.678,3952
2917,398251.6394,8288370.678,3965
2918,398751.6394,8288370.678,4106
2919,399251.6394,8288370.678,4141
2920,399751.6394,8288370.678,4078
2921,400251.6394,8288370.678,3984
2922,400751.6394,8288370.678,3998
2923,401251.6394,8288370.678,4037
2924,362251.6394,8287870.678,3842
2925,362751.6394,8287870.678,3839
2926,363251.6394,8287870.678,3843
2927,363751.6394,8287870.678,3841
2928,364251.6394,8287870.678,3844
2929,364751.6394,8287870.678,3841
2930,365251.6394,8287870.678,3841
2931,365751.6394,8287870.678,3839
2932,366251.6394,8287870.678,3840
2933,366751.6394,8287870.678,3839
2934,367251.6394,8287870.678,3841
2935,367751.6394,8287870.678,3840
2936,368251.6394,8287870.678,3837
2937,368751.6394,8287870.678,3835
2938,369251.6394,8287870.678,3839
2939,369751.6394,8287870.678,3838
2940,370251.6394,8287870.678,3836
2941,370751.6394,8287870.678,3879
2942,371251.6394,8287870.678,3835
2943,371751.6394,8287870.678,3836
2944,372251.6394,8287870.678,3833
2945,372751.6394,8287870.678,3832
2946,373251.6394,8287870.678,3835
2947,373751.6394,8287870.678,3833
2948,374251.6394,8287870.678,3833
2949,374751.6394,8287870.678,3834
2950,375251.6394,8287870.678,3831
2951,375751.6394,8287870.678,3830
2952,376251.6394,8287870.678,3830
2953,376751.6394,8287870.678,3832
2954,377251.6394,8287870.678,3830
2955,377751.6394,8287870.678,3831
2956,378251.6394,8287870.678,3832
2957,378751.6394,8287870.678,3831
2958,379251.6394,8287870.678,3831
2959,379751.6394,8287870.678,3832
2960,380251.6394,8287870.678,3830
2961,380751.6394,8287870.678,3832
2962,381251.6394,8287870.678,3831
2963,381751.6394,8287870.678,3826
2964,382251.6394,8287870.678,3828
2965,382751.6394,8287870.678,3823
2966,383251.6394,8287870.678,3827
2967,383751.6394,8287870.678,3824
2968,384251.6394,8287870.678,3827
2969,384751.6394,8287870.678,3826
2970,385251.6394,8287870.678,3823
2971,385751.6394,8287870.678,3869
2972,386251.6394,8287870.678,3830
2973,386751.6394,8287870.678,3824
2974,387251.6394,8287870.678,3825
2975,387751.6394,8287870.678,3822
2976,388251.6394,8287870.678,3840
2977,388751.6394,8287870.678,3867
2978,389251.6394,8287870.678,3844
2979,389751.6394,8287870.678,3854
2980,390251.6394,8287870.678,3887
2981,390751.6394,8287870.678,3850
2982,391251.6394,8287870.678,3829
2983,391751.6394,8287870.678,3835
2984,392251.6394,8287870.678,3861
2985,392751.6394,8287870.678,3857
2986,393251.6394,8287870.678,3899
2987,393751.6394,8287870.678,3877
2988,394251.6394,8287870.678,3834
2989,394751.6394,8287870.678,3839
2990,395251.6394,8287870.678,3853
2991,395751.6394,8287870.678,3858
2992,396251.6394,8287870.678,3867
2993,396751.6394,8287870.678,3896
2994,397251.6394,8287870.678,3956
2995,397751.6394,8287870.678,3979
2996,398251.6394,8287870.678,4055
2997,398751.6394,8287870.678,4052
2998,399251.6394,8287870.678,4075
2999,399751.6394,8287870.678,4067
3000,400251.6394,8287870.678,4106
3001,400751.6394,8287870.678,4058
3002,401251.6394,8287870.678,4136
3003,362251.6394,8287370.678,3842
3004,362751.6394,8287370.678,3842
3005,363251.6394,8287370.678,3841
3006,363751.6394,8287370.678,3842
3007,364251.6394,8287370.678,3843
3008,364751.6394,8287370.678,3840
3009,365251.6394,8287370.678,3843
3010,365751.6394,8287370.678,3842
3011,366251.6394,8287370.678,3842
3012,366751.6394,8287370.678,3842
3013,367251.6394,8287370.678,3841
3014,367751.6394,8287370.678,3837
3015,368251.6394,8287370.678,3838
3016,368751.6394,8287370.678,3840
3017,369251.6394,8287370.678,3838
3018,369751.6394,8287370.678,3838
3019,370251.6394,8287370.678,3838
3020,370751.6394,8287370.678,3908
3021,371251.6394,8287370.678,3834
3022,371751.6394,8287370.678,3835
3023,372251.6394,8287370.678,3834
3024,372751.6394,8287370.678,3832
3025,373251.6394,8287370.678,3834
3026,373751.6394,8287370.678,3833
3027,374251.6394,8287370.678,3833
3028,374751.6394,8287370.678,3832
3029,375251.6394,8287370.678,3833
3030,375751.6394,8287370.678,3832
3031,376251.6394,8287370.678,3834
3032,376751.6394,8287370.678,3835
3033,377251.6394,8287370.678,3830
3034,377751.6394,8287370.678,3828
3035,378251.6394,8287370.678,3834
3036,378751.6394,8287370.678,3834
3037,379251.6394,8287370.678,3833
3038,379751.6394,8287370.678,3832
3039,380251.6394,8287370.678,3829
3040,380751.6394,8287370.678,3830
3041,381251.6394,8287370.678,3825
3042,381751.6394,8287370.678,3826
3043,382251.6394,8287370.678,3827
3044,382751.6394,8287370.678,3827
3045,383251.6394,8287370.678,3828
3046,383751.6394,8287370.678,3826
3047,384251.6394,8287370.678,3828
3048,384751.6394,8287370.678,3830
3049,385251.6394,8287370.678,3828
3050,385751.6394,8287370.678,3890
3051,386251.6394,8287370.678,3857
3052,386751.6394,8287370.678,3829
3053,387251.6394,8287370.678,3827
3054,387751.6394,8287370.678,3824
3055,388251.6394,8287370.678,3824
3056,388751.6394,8287370.678,3893
3057,389251.6394,8287370.678,3874
3058,389751.6394,8287370.678,3873
3059,390251.6394,8287370.678,3910
3060,390751.6394,8287370.678,3876
3061,391251.6394,8287370.678,3831
3062,391751.6394,8287370.678,3830
3063,392251.6394,8287370.678,3839
3064,392751.6394,8287370.678,3861
3065,393251.6394,8287370.678,3841
3066,393751.6394,8287370.678,3890
3067,394251.6394,8287370.678,3831
3068,394751.6394,8287370.678,3834
3069,395251.6394,8287370.678,3836
3070,395751.6394,8287370.678,3841
3071,396251.6394,8287370.678,3867
3072,396751.6394,8287370.678,3933
3073,397251.6394,8287370.678,3962
3074,397751.6394,8287370.678,4067
3075,398251.6394,8287370.678,4067
3076,398751.6394,8287370.678,3987
3077,399251.6394,8287370.678,4016
3078,399751.6394,8287370.678,4039
3079,400251.6394,8287370.678,4061
3080,400751.6394,8287370.678,4180
3081,401251.6394,8287370.678,4087
3082,362251.6394,8286870.678,3841
3083,362751.6394,8286870.678,3843
3084,363251.6394,8286870.678,3842
3085,363751.6394,8286870.678,3845
3086,364251.6394,8286870.678,3844
3087,364751.6394,8286870.678,3843
3088,365251.6394,8286870.678,3848
3089,365751.6394,8286870.678,3841
3090,366251.6394,8286870.678,3842
3091,366751.6394,8286870.678,3843
3092,367251.6394,8286870.678,3841
3093,367751.6394,8286870.678,3839
3094,368251.6394,8286870.678,3838
3095,368751.6394,8286870.678,3840
3096,369251.6394,8286870.678,3838
3097,369751.6394,8286870.678,3839
3098,370251.6394,8286870.678,3851
3099,370751.6394,8286870.678,3964
3100,371251.6394,8286870.678,3862
3101,371751.6394,8286870.678,3858
3102,372251.6394,8286870.678,3840
3103,372751.6394,8286870.678,3884
3104,373251.6394,8286870.678,3829
3105,373751.6394,8286870.678,3831
3106,374251.6394,8286870.678,3836
3107,374751.6394,8286870.678,3832
3108,375251.6394,8286870.678,3833
3109,375751.6394,8286870.678,3830
3110,376251.6394,8286870.678,3830
3111,376751.6394,8286870.678,3829
3112,377251.6394,8286870.678,3831
3113,377751.6394,8286870.678,3833
3114,378251.6394,8286870.678,3832
3115,378751.6394,8286870.678,3832
3116,379251.6394,8286870.678,3831
3117,379751.6394,8286870.678,3830
3118,380251.6394,8286870.678,3831
3119,380751.6394,8286870.678,3827
3120,381251.6394,8286870.678,3831
3121,381751.6394,8286870.678,3829
3122,382251.6394,8286870.678,3825
3123,382751.6394,8286870.678,3829
3124,383251.6394,8286870.678,3825
3125,383751.6394,8286870.678,3824
3126,384251.6394,8286870.678,3829
3127,384751.6394,8286870.678,3825
3128,385251.6394,8286870.678,3839
3129,385751.6394,8286870.678,3875
3130,386251.6394,8286870.678,3857
3131,386751.6394,8286870.678,3830
3132,387251.6394,8286870.678,3825
3133,387751.6394,8286870.678,3824
3134,388251.6394,8286870.678,3825
3135,388751.6394,8286870.678,3846
3136,389251.6394,8286870.678,3836
3137,389751.6394,8286870.678,3904
3138,390251.6394,8286870.678,3867
3139,390751.6394,8286870.678,3863
3140,391251.6394,8286870.678,3836
3141,391751.6394,8286870.678,3828
3142,392251.6394,8286870.678,3830
3143,392751.6394,8286870.678,3826
3144,393251.6394,8286870.678,3826
3145,393751.6394,8286870.678,3831
3146,394251.6394,8286870.678,3825
3147,394751.6394,8286870.678,3832
3148,395251.6394,8286870.678,3828
3149,395751.6394,8286870.678,3832
3150,396251.6394,8286870.678,3870
3151,396751.6394,8286870.678,3917
3152,397251.6394,8286870.678,3916
3153,397751.6394,8286870.678,3947
3154,398251.6394,8286870.678,4047
3155,398751.6394,8286870.678,3949
3156,399251.6394,8286870.678,3998
3157,399751.6394,8286870.678,4140
3158,400251.6394,8286870.678,3999
3159,400751.6394,8286870.678,4005
3160,401251.6394,8286870.678,3988
3161,362251.6394,8286370.678,3845
3162,362751.6394,8286370.678,3844
3163,363251.6394,8286370.678,3844
3164,363751.6394,8286370.678,3844
3165,364251.6394,8286370.678,3846
3166,364751.6394,8286370.678,3844
3167,365251.6394,8286370.678,3845
3168,365751.6394,8286370.678,3844
3169,366251.6394,8286370.678,3840
3170,366751.6394,8286370.678,3841
3171,367251.6394,8286370.678,3840
3172,367751.6394,8286370.678,3839
3173,368251.6394,8286370.678,3839
3174,368751.6394,8286370.678,3841
3175,369251.6394,8286370.678,3839
3176,369751.6394,8286370.678,3837
3177,370251.6394,8286370.678,3933
3178,370751.6394,8286370.678,4018
3179,371251.6394,8286370.678,4053
3180,371751.6394,8286370.678,3876
3181,372251.6394,8286370.678,3886
3182,372751.6394,8286370.678,3888
3183,373251.6394,8286370.678,3853
3184,373751.6394,8286370.678,3833
3185,374251.6394,8286370.678,3829
3186,374751.6394,8286370.678,3832
3187,375251.6394,8286370.678,3828
3188,375751.6394,8286370.678,3834
3189,376251.6394,8286370.678,3826
3190,376751.6394,8286370.678,3834
3191,377251.6394,8286370.678,3833
3192,377751.6394,8286370.678,3853
3193,378251.6394,8286370.678,3851
3194,378751.6394,8286370.678,3828
3195,379251.6394,8286370.678,3830
3196,379751.6394,8286370.678,3832
3197,380251.6394,8286370.678,3829
3198,380751.6394,8286370.678,3828
3199,381251.6394,8286370.678,3832
3200,381751.6394,8286370.678,3828
3201,382251.6394,8286370.678,3825
3202,382751.6394,8286370.678,3825
3203,383251.6394,8286370.678,3826
3204,383751.6394,8286370.678,3829
3205,384251.6394,8286370.678,3826
3206,384751.6394,8286370.678,3826
3207,385251.6394,8286370.678,3827
3208,385751.6394,8286370.678,3830
3209,386251.6394,8286370.678,3844
3210,386751.6394,8286370.678,3826
3211,387251.6394,8286370.678,3825
3212,387751.6394,8286370.678,3827
3213,388251.6394,8286370.678,3822
3214,388751.6394,8286370.678,3828
3215,389251.6394,8286370.678,3841
3216,389751.6394,8286370.678,3947
3217,390251.6394,8286370.678,3888
3218,390751.6394,8286370.678,3862
3219,391251.6394,8286370.678,3839
3220,391751.6394,8286370.678,3830
3221,392251.6394,8286370.678,3825
3222,392751.6394,8286370.678,3824
3223,393251.6394,8286370.678,3825
3224,393751.6394,8286370.678,3825
3225,394251.6394,8286370.678,3875
3226,394751.6394,8286370.678,3847
3227,395251.6394,8286370.678,3824
3228,395751.6394,8286370.678,3829
3229,396251.6394,8286370.678,3879
3230,396751.6394,8286370.678,3894
3231,397251.6394,8286370.678,3881
3232,397751.6394,8286370.678,3930
3233,398251.6394,8286370.678,4009
3234,398751.6394,8286370.678,3961
3235,399251.6394,8286370.678,4056
3236,399751.6394,8286370.678,4105
3237,400251.6394,8286370.678,3998
3238,400751.6394,8286370.678,3944
3239,401251.6394,8286370.678,3990
3240,362251.6394,8285870.678,3844
3241,362751.6394,8285870.678,3844
3242,363251.6394,8285870.678,3844
3243,363751.6394,8285870.678,3844
3244,364251.6394,8285870.678,3845
3245,364751.6394,8285870.678,3846
3246,365251.6394,8285870.678,3844
3247,365751.6394,8285870.678,3846
3248,366251.6394,8285870.678,3842
3249,366751.6394,8285870.678,3843
3250,367251.6394,8285870.678,3841
3251,367751.6394,8285870.678,3838
3252,368251.6394,8285870.678,3846
3253,368751.6394,8285870.678,3839
3254,369251.6394,8285870.678,3840
3255,369751.6394,8285870.678,3841
3256,370251.6394,8285870.678,3844
3257,370751.6394,8285870.678,3903
3258,371251.6394,8285870.678,4086
3259,371751.6394,8285870.678,3981
3260,372251.6394,8285870.678,4076
3261,372751.6394,8285870.678,4003
3262,373251.6394,8285870.678,3919
3263,373751.6394,8285870.678,3842
3264,374251.6394,8285870.678,3833
3265,374751.6394,8285870.678,3832
3266,375251.6394,8285870.678,3832
3267,375751.6394,8285870.678,3829
3268,376251.6394,8285870.678,3832
3269,376751.6394,8285870.678,3837
3270,377251.6394,8285870.678,3850
3271,377751.6394,8285870.678,3947
3272,378251.6394,8285870.678,3834
3273,378751.6394,8285870.678,3844
3274,379251.6394,8285870.678,3833
3275,379751.6394,8285870.678,3830
3276,380251.6394,8285870.678,3829
3277,380751.6394,8285870.678,3827
3278,381251.6394,8285870.678,3827
3279,381751.6394,8285870.678,3830
3280,382251.6394,8285870.678,3827
3281,382751.6394,8285870.678,3828
3282,383251.6394,8285870.678,3827
3283,383751.6394,8285870.678,3825
3284,384251.6394,8285870.678,3828
3285,384751.6394,8285870.678,3821
3286,385251.6394,8285870.678,3825
3287,385751.6394,8285870.678,3831
3288,386251.6394,8285870.678,3827
3289,386751.6394,8285870.678,3826
3290,387251.6394,8285870.678,3824
3291,387751.6394,8285870.678,3826
3292,388251.6394,8285870.678,3825
3293,388751.6394,8285870.678,3826
3294,389251.6394,8285870.678,3838
3295,389751.6394,8285870.678,3941
3296,390251.6394,8285870.678,3921
3297,390751.6394,8285870.678,3868
3298,391251.6394,8285870.678,3851
3299,391751.6394,8285870.678,3828
3300,392251.6394,8285870.678,3826
3301,392751.6394,8285870.678,3825
3302,393251.6394,8285870.678,3825
3303,393751.6394,8285870.678,3821
3304,394251.6394,8285870.678,3821
3305,394751.6394,8285870.678,3822
3306,395251.6394,8285870.678,3824
3307,395751.6394,8285870.678,3883
3308,396251.6394,8285870.678,3852
3309,396751.6394,8285870.678,3857
3310,397251.6394,8285870.678,3849
3311,397751.6394,8285870.678,3875
3312,398251.6394,8285870.678,3933
3313,398751.6394,8285870.678,3939
3314,399251.6394,8285870.678,4008
3315,399751.6394,8285870.678,4053
3316,400251.6394,8285870.678,3922
3317,400751.6394,8285870.678,3969
3318,401251.6394,8285870.678,4090
3319,362251.6394,8285370.678,3846
3320,362751.6394,8285370.678,3845
3321,363251.6394,8285370.678,3844
3322,363751.6394,8285370.678,3848
3323,364251.6394,8285370.678,3847
3324,364751.6394,8285370.678,3847
3325,365251.6394,8285370.678,3844
3326,365751.6394,8285370.678,3844
3327,366251.6394,8285370.678,3842
3328,366751.6394,8285370.678,3840
3329,367251.6394,8285370.678,3841
3330,367751.6394,8285370.678,3842
3331,368251.6394,8285370.678,3842
3332,368751.6394,8285370.678,3840
3333,369251.6394,8285370.678,3843
3334,369751.6394,8285370.678,3842
3335,370251.6394,8285370.678,3851
3336,370751.6394,8285370.678,3883
3337,371251.6394,8285370.678,3985
3338,371751.6394,8285370.678,4122
3339,372251.6394,8285370.678,4141
3340,372751.6394,8285370.678,3940
3341,373251.6394,8285370.678,3858
3342,373751.6394,8285370.678,3832
3343,374251.6394,8285370.678,3833
3344,374751.6394,8285370.678,3831
3345,375251.6394,8285370.678,3835
3346,375751.6394,8285370.678,3835
3347,376251.6394,8285370.678,3864
3348,376751.6394,8285370.678,3947
3349,377251.6394,8285370.678,3907
3350,377751.6394,8285370.678,3856
3351,378251.6394,8285370.678,3881
3352,378751.6394,8285370.678,3837
3353,379251.6394,8285370.678,3832
3354,379751.6394,8285370.678,3831
3355,380251.6394,8285370.678,3827
3356,380751.6394,8285370.678,3826
3357,381251.6394,8285370.678,3825
3358,381751.6394,8285370.678,3827
3359,382251.6394,8285370.678,3827
3360,382751.6394,8285370.678,3831
3361,383251.6394,8285370.678,3829
3362,383751.6394,8285370.678,3826
3363,384251.6394,8285370.678,3827
3364,384751.6394,8285370.678,3828
3365,385251.6394,8285370.678,3827
3366,385751.6394,8285370.678,3828
3367,386251.6394,8285370.678,3828
3368,386751.6394,8285370.678,3824
3369,387251.6394,8285370.678,3826
3370,387751.6394,8285370.678,3824
3371,388251.6394,8285370.678,3826
3372,388751.6394,8285370.678,3824
3373,389251.6394,8285370.678,3822
3374,389751.6394,8285370.678,3843
3375,390251.6394,8285370.678,3867
3376,390751.6394,8285370.678,3863
3377,391251.6394,8285370.678,3856
3378,391751.6394,8285370.678,3830
3379,392251.6394,8285370.678,3823
3380,392751.6394,8285370.678,3823
3381,393251.6394,8285370.678,3822
3382,393751.6394,8285370.678,3820
3383,394251.6394,8285370.678,3818
3384,394751.6394,8285370.678,3821
3385,395251.6394,8285370.678,3837
3386,395751.6394,8285370.678,3829
3387,396251.6394,8285370.678,3890
3388,396751.6394,8285370.678,3877
3389,397251.6394,8285370.678,3833
3390,397751.6394,8285370.678,3848
3391,398251.6394,8285370.678,3870
3392,398751.6394,8285370.678,3927
3393,399251.6394,8285370.678,3960
3394,399751.6394,8285370.678,3945
3395,400251.6394,8285370.678,3905
3396,400751.6394,8285370.678,4024
3397,401251.6394,8285370.678,4163
3398,362251.6394,8284870.678,3843
3399,362751.6394,8284870.678,3850
3400,363251.6394,8284870.678,3847
3401,363751.6394,8284870.678,3845
3402,364251.6394,8284870.678,3846
3403,364751.6394,8284870.678,3849
3404,365251.6394,8284870.678,3846
3405,365751.6394,8284870.678,3847
3406,366251.6394,8284870.678,3844
3407,366751.6394,8284870.678,3842
3408,367251.6394,8284870.678,3840
3409,367751.6394,8284870.678,3843
3410,368251.6394,8284870.678,3844
3411,368751.6394,8284870.678,3840
3412,369251.6394,8284870.678,3839
3413,369751.6394,8284870.678,3842
3414,370251.6394,8284870.678,3877
3415,370751.6394,8284870.678,3926
3416,371251.6394,8284870.678,4024
3417,371751.6394,8284870.678,4127
3418,372251.6394,8284870.678,4021
3419,372751.6394,8284870.678,3920
3420,373251.6394,8284870.678,3835
3421,373751.6394,8284870.678,3833
3422,374251.6394,8284870.678,3830
3423,374751.6394,8284870.678,3832
3424,375251.6394,8284870.678,3834
3425,375751.6394,8284870.678,3853
3426,376251.6394,8284870.678,4001
3427,376751.6394,8284870.678,4020
3428,377251.6394,8284870.678,3894
3429,377751.6394,8284870.678,3953
3430,378251.6394,8284870.678,3910
3431,378751.6394,8284870.678,3844
3432,379251.6394,8284870.678,3830
3433,379751.6394,8284870.678,3826
3434,380251.6394,8284870.678,3826
3435,380751.6394,8284870.678,3826
3436,381251.6394,8284870.678,3828
3437,381751.6394,8284870.678,3827
3438,382251.6394,8284870.678,3826
3439,382751.6394,8284870.678,3827
3440,383251.6394,8284870.678,3828
3441,383751.6394,8284870.678,3829
3442,384251.6394,8284870.678,3827
3443,384751.6394,8284870.678,3827
3444,385251.6394,8284870.678,3826
3445,385751.6394,8284870.678,3824
3446,386251.6394,8284870.678,3827
3447,386751.6394,8284870.678,3826
3448,387251.6394,8284870.678,3826
3449,387751.6394,8284870.678,3826
3450,388251.6394,8284870.678,3821
3451,388751.6394,8284870.678,3828
3452,389251.6394,8284870.678,3826
3453,389751.6394,8284870.678,3827
3454,390251.6394,8284870.678,3846
3455,390751.6394,8284870.678,3896
3456,391251.6394,8284870.678,3853
3457,391751.6394,8284870.678,3840
3458,392251.6394,8284870.678,3823
3459,392751.6394,8284870.678,3824
3460,393251.6394,8284870.678,3820
3461,393751.6394,8284870.678,3823
3462,394251.6394,8284870.678,3820
3463,394751.6394,8284870.678,3819
3464,395251.6394,8284870.678,3817
3465,395751.6394,8284870.678,3825
3466,396251.6394,8284870.678,3827
3467,396751.6394,8284870.678,3836
3468,397251.6394,8284870.678,3828
3469,397751.6394,8284870.678,3838
3470,398251.6394,8284870.678,3854
3471,398751.6394,8284870.678,3952
3472,399251.6394,8284870.678,4011
3473,399751.6394,8284870.678,3947
3474,400251.6394,8284870.678,3902
