PUNTO,ESTE,NORTE,h
1372,376251.6394,8297870.678,3836
1373,376751.6394,8297870.678,3838
1374,377251.6394,8297870.678,3835
1375,377751.6394,8297870.678,3833
1376,378251.6394,8297870.678,3836
1377,378751.6394,8297870.678,3833
1378,379251.6394,8297870.678,3834
1379,379751.6394,8297870.678,3837
1380,380251.6394,8297870.678,3834
1381,380751.6394,8297870.678,3834
1382,381251.6394,8297870.678,3834
1383,381751.6394,8297870.678,3834
1384,382251.6394,8297870.678,3835
1385,382751.6394,8297870.678,3833
1386,383251.6394,8297870.678,3835
1387,383751.6394,8297870.678,3831
1388,384251.6394,8297870.678,3831
1389,384751.6394,8297870.678,3832
1390,385251.6394,8297870.678,3832
1391,385751.6394,8297870.678,3828
1392,386251.6394,8297870.678,3830
1393,386751.6394,8297870.678,3828
1394,387251.6394,8297870.678,3830
1395,387751.6394,8297870.678,3831
1396,388251.6394,8297870.678,3826
1397,388751.6394,8297870.678,3832
1398,389251.6394,8297870.678,3884
1399,389751.6394,8297870.678,3870
1400,390251.6394,8297870.678,3828
1401,390751.6394,8297870.678,3831
1402,391251.6394,8297870.678,3833
1403,391751.6394,8297870.678,3834
1404,392251.6394,8297870.678,3852
1405,392751.6394,8297870.678,3881
1406,393251.6394,8297870.678,3922
1407,393751.6394,8297870.678,4000
1408,394251.6394,8297870.678,4031
1409,394751.6394,8297870.678,4005
1410,395251.6394,8297870.678,4015
1411,395751.6394,8297870.678,4061
1412,396251.6394,8297870.678,3979
1413,396751.6394,8297870.678,3943
1414,397251.6394,8297870.678,3944
1415,397751.6394,8297870.678,3875
1416,398251.6394,8297870.678,3820
1417,398751.6394,8297870.678,3817
1418,399251.6394,8297870.678,3816
1419,399751.6394,8297870.678,3818
1420,400251.6394,8297870.678,3818
1421,400751.6394,8297870.678,3815
1422,401251.6394,8297870.678,3815
1423,362251.6394,8297370.678,3840
1424,362751.6394,8297370.678,3839
1425,363251.6394,8297370.678,3836
1426,363751.6394,8297370.678,3940
1427,364251.6394,8297370.678,3840
1428,364751.6394,8297370.678,3840
1429,365251.6394,8297370.678,3855
1430,365751.6394,8297370.678,3841
1431,366251.6394,8297370.678,3905
1432,366751.6394,8297370.678,4049
1433,367251.6394,8297370.678,4138
1434,367751.6394,8297370.678,3909
1435,368251.6394,8297370.678,3830
1436,368751.6394,8297370.678,3830
1437,369251.6394,8297370.678,3836
1438,369751.6394,8297370.678,3892
1439,370251.6394,8297370.678,3940
1440,370751.6394,8297370.678,4159
1441,371251.6394,8297370.678,4279
1442,371751.6394,8297370.678,4246
1443,372251.6394,8297370.678,4278
1444,372751.6394,8297370.678,4117
1445,373251.6394,8297370.678,4154
1446,373751.6394,8297370.678,4129
1447,374251.6394,8297370.678,4065
1448,374751.6394,8297370.678,4022
1449,375251.6394,8297370.678,3914
1450,375751.6394,8297370.678,3859
1451,376251.6394,8297370.678,3835
1452,376751.6394,8297370.678,3834
1453,377251.6394,8297370.678,3833
1454,377751.6394,8297370.678,3835
1455,378251.6394,8297370.678,3834
1456,378751.6394,8297370.678,3835
1457,379251.6394,8297370.678,3836
1458,379751.6394,8297370.678,3834
1459,380251.6394,8297370.678,3835
1460,380751.6394,8297370.678,3834
1461,381251.6394,8297370.678,3834
1462,381751.6394,8297370.678,3834
1463,382251.6394,8297370.678,3835
1464,382751.6394,8297370.678,3834
1465,383251.6394,8297370.678,3834
1466,383751.6394,8297370.678,3833
1467,384251.6394,8297370.678,3832
1468,384751.6394,8297370.678,3831
1469,385251.6394,8297370.678,3830
1470,385751.6394,8297370.678,3830
1471,386251.6394,8297370.678,3827
1472,386751.6394,8297370.678,3829
1473,387251.6394,8297370.678,3826
1474,387751.6394,8297370.678,3830
1475,388251.6394,8297370.678,3830
1476,388751.6394,8297370.678,3829
1477,389251.6394,8297370.678,3828
1478,389751.6394,8297370.678,3828
1479,390251.6394,8297370.678,3827
1480,390751.6394,8297370.678,3827
1481,391251.6394,8297370.678,3831
1482,391751.6394,8297370.678,3832
1483,392251.6394,8297370.678,3839
1484,392751.6394,8297370.678,3873
1485,393251.6394,8297370.678,3927
1486,393751.6394,8297370.678,3967
1487,394251.6394,8297370.678,3922
1488,394751.6394,8297370.678,3949
1489,395251.6394,8297370.678,3966
1490,395751.6394,8297370.678,4053
1491,396251.6394,8297370.678,4035
1492,396751.6394,8297370.678,4039
1493,397251.6394,8297370.678,3977
1494,397751.6394,8297370.678,3859
1495,398251.6394,8297370.678,3820
1496,398751.6394,8297370.678,3816
1497,399251.6394,8297370.678,3816
1498,399751.6394,8297370.678,3814
1499,400251.6394,8297370.678,3820
1500,400751.6394,8297370.678,3824
1501,401251.6394,8297370.678,3817
1502,362251.6394,8296870.678,3837
1503,362751.6394,8296870.678,3838
1504,363251.6394,8296870.678,3836
1505,363751.6394,8296870.678,3841
1506,364251.6394,8296870.678,3839
1507,364751.6394,8296870.678,3842
1508,365251.6394,8296870.678,3863
1509,365751.6394,8296870.678,3838
1510,366251.6394,8296870.678,3875
1511,366751.6394,8296870.678,3978
1512,367251.6394,8296870.678,4100
1513,367751.6394,8296870.678,3942
1514,368251.6394,8296870.678,3830
1515,368751.6394,8296870.678,3830
1516,369251.6394,8296870.678,3830
1517,369751.6394,8296870.678,3834
1518,370251.6394,8296870.678,3851
1519,370751.6394,8296870.678,3961
1520,371251.6394,8296870.678,4085
1521,371751.6394,8296870.678,4140
1522,372251.6394,8296870.678,4288
1523,372751.6394,8296870.678,4079
1524,373251.6394,8296870.678,3960
1525,373751.6394,8296870.678,3963
1526,374251.6394,8296870.678,3938
1527,374751.6394,8296870.678,3886
1528,375251.6394,8296870.678,3978
1529,375751.6394,8296870.678,3839
1530,376251.6394,8296870.678,3834
1531,376751.6394,8296870.678,3834
1532,377251.6394,8296870.678,3833
1533,377751.6394,8296870.678,3833
1534,378251.6394,8296870.678,3833
1535,378751.6394,8296870.678,3834
1536,379251.6394,8296870.678,3833
1537,379751.6394,8296870.678,3831
1538,380251.6394,8296870.678,3834
1539,380751.6394,8296870.678,3834
1540,381251.6394,8296870.678,3836
1541,381751.6394,8296870.678,3834
1542,382251.6394,8296870.678,3835
1543,382751.6394,8296870.678,3834
1544,383251.6394,8296870.678,3835
1545,383751.6394,8296870.678,3833
1546,384251.6394,8296870.678,3829
1547,384751.6394,8296870.678,3831
1548,385251.6394,8296870.678,3831
1549,385751.6394,8296870.678,3832
1550,386251.6394,8296870.678,3831
1551,386751.6394,8296870.678,3828
1552,387251.6394,8296870.678,3828
1553,387751.6394,8296870.678,3827
1554,388251.6394,8296870.678,3829
1555,388751.6394,8296870.678,3830
1556,389251.6394,8296870.678,3830
1557,389751.6394,8296870.678,3828
1558,390251.6394,8296870.678,3830
1559,390751.6394,8296870.678,3835
1560,391251.6394,8296870.678,3833
1561,391751.6394,8296870.678,3833
1562,392251.6394,8296870.678,3859
1563,392751.6394,8296870.678,3905
1564,393251.6394,8296870.678,3894
1565,393751.6394,8296870.678,3904
1566,394251.6394,8296870.678,3924
1567,394751.6394,8296870.678,4017
1568,395251.6394,8296870.678,4043
1569,395751.6394,8296870.678,4052
1570,396251.6394,8296870.678,4010
1571,396751.6394,8296870.678,4042
1572,397251.6394,8296870.678,4052
1573,397751.6394,8296870.678,3940
1574,398251.6394,8296870.678,3824
1575,398751.6394,8296870.678,3819
1576,399251.6394,8296870.678,3820
1577,399751.6394,8296870.678,3816
1578,400251.6394,8296870.678,3816
1579,400751.6394,8296870.678,3819
1580,401251.6394,8296870.678,3819
1581,362251.6394,8296370.678,3841
1582,362751.6394,8296370.678,3840
1583,363251.6394,8296370.678,3837
1584,363751.6394,8296370.678,3837
1585,364251.6394,8296370.678,3839
1586,364751.6394,8296370.678,3839
1587,365251.6394,8296370.678,3839
1588,365751.6394,8296370.678,3840
1589,366251.6394,8296370.678,3840
1590,366751.6394,8296370.678,3942
1591,367251.6394,8296370.678,4033
1592,367751.6394,8296370.678,4013
1593,368251.6394,8296370.678,3885
1594,368751.6394,8296370.678,3830
1595,369251.6394,8296370.678,3830
1596,369751.6394,8296370.678,3830
1597,370251.6394,8296370.678,3834
1598,370751.6394,8296370.678,3842
1599,371251.6394,8296370.678,3914
1600,371751.6394,8296370.678,4067
1601,372251.6394,8296370.678,4156
1602,372751.6394,8296370.678,4050
1603,373251.6394,8296370.678,3946
1604,373751.6394,8296370.678,3874
1605,374251.6394,8296370.678,3842
1606,374751.6394,8296370.678,3833
1607,375251.6394,8296370.678,3830
1608,375751.6394,8296370.678,3834
1609,376251.6394,8296370.678,3832
1610,376751.6394,8296370.678,3838
1611,377251.6394,8296370.678,3836
1612,377751.6394,8296370.678,3831
1613,378251.6394,8296370.678,3835
1614,378751.6394,8296370.678,3831
1615,379251.6394,8296370.678,3835
1616,379751.6394,8296370.678,3833
1617,380251.6394,8296370.678,3831
1618,380751.6394,8296370.678,3833
1619,381251.6394,8296370.678,3834
1620,381751.6394,8296370.678,3832
1621,382251.6394,8296370.678,3833
1622,382751.6394,8296370.678,3833
1623,383251.6394,8296370.678,3832
1624,383751.6394,8296370.678,3831
1625,384251.6394,8296370.678,3831
1626,384751.6394,8296370.678,3832
1627,385251.6394,8296370.678,3830
1628,385751.6394,8296370.678,3830
1629,386251.6394,8296370.678,3829
1630,386751.6394,8296370.678,3829
1631,387251.6394,8296370.678,3827
1632,387751.6394,8296370.678,3828
1633,388251.6394,8296370.678,3829
1634,388751.6394,8296370.678,3834
1635,389251.6394,8296370.678,3833
1636,389751.6394,8296370.678,3828
1637,390251.6394,8296370.678,3829
1638,390751.6394,8296370.678,3828
1639,391251.6394,8296370.678,3829
1640,391751.6394,8296370.678,3831
1641,392251.6394,8296370.678,3839
1642,392751.6394,8296370.678,3848
1643,393251.6394,8296370.678,3855
1644,393751.6394,8296370.678,3885
1645,394251.6394,8296370.678,4016
1646,394751.6394,8296370.678,4057
1647,395251.6394,8296370.678,4180
1648,395751.6394,8296370.678,4060
1649,396251.6394,8296370.678,4017
1650,396751.6394,8296370.678,3948
1651,397251.6394,8296370.678,3953
1652,397751.6394,8296370.678,3932
1653,398251.6394,8296370.678,3828
1654,398751.6394,8296370.678,3822
1655,399251.6394,8296370.678,3819
1656,399751.6394,8296370.678,3819
1657,400251.6394,8296370.678,3816
1658,400751.6394,8296370.678,3817
1659,401251.6394,8296370.678,3818
1660,362251.6394,8295870.678,3840
1661,362751.6394,8295870.678,3838
1662,363251.6394,8295870.678,3837
1663,363751.6394,8295870.678,3836
1664,364251.6394,8295870.678,3837
1665,364751.6394,8295870.678,3838
1666,365251.6394,8295870.678,3834
1667,365751.6394,8295870.678,3837
1668,366251.6394,8295870.678,3836
1669,366751.6394,8295870.678,3853
1670,367251.6394,8295870.678,3987
1671,367751.6394,8295870.678,4051
1672,368251.6394,8295870.678,3984
1673,368751.6394,8295870.678,3837
1674,369251.6394,8295870.678,3830
1675,369751.6394,8295870.678,3830
1676,370251.6394,8295870.678,3830
1677,370751.6394,8295870.678,3830
1678,371251.6394,8295870.678,3859
1679,371751.6394,8295870.678,3929
1680,372251.6394,8295870.678,4034
1681,372751.6394,8295870.678,4210
1682,373251.6394,8295870.678,4072
1683,373751.6394,8295870.678,3983
1684,374251.6394,8295870.678,3868
1685,374751.6394,8295870.678,3834
1686,375251.6394,8295870.678,3829
1687,375751.6394,8295870.678,3833
1688,376251.6394,8295870.678,3835
1689,376751.6394,8295870.678,3832
1690,377251.6394,8295870.678,3833
1691,377751.6394,8295870.678,3832
1692,378251.6394,8295870.678,3833
1693,378751.6394,8295870.678,3833
1694,379251.6394,8295870.678,3835
1695,379751.6394,8295870.678,3832
1696,380251.6394,8295870.678,3835
1697,380751.6394,8295870.678,3832
1698,381251.6394,8295870.678,3834
1699,381751.6394,8295870.678,3832
1700,382251.6394,8295870.678,3835
1701,382751.6394,8295870.678,3833
1702,383251.6394,8295870.678,3834
1703,383751.6394,8295870.678,3836
1704,384251.6394,8295870.678,3830
1705,384751.6394,8295870.678,3832
1706,385251.6394,8295870.678,3831
1707,385751.6394,8295870.678,3830
1708,386251.6394,8295870.678,3830
1709,386751.6394,8295870.678,3831
1710,387251.6394,8295870.678,3825
1711,387751.6394,8295870.678,3825
1712,388251.6394,8295870.678,3832
1713,388751.6394,8295870.678,3832
1714,389251.6394,8295870.678,3830
1715,389751.6394,8295870.678,3831
1716,390251.6394,8295870.678,3829
1717,390751.6394,8295870.678,3829
1718,391251.6394,8295870.678,3830
1719,391751.6394,8295870.678,3831
1720,392251.6394,8295870.678,3834
1721,392751.6394,8295870.678,3844
1722,393251.6394,8295870.678,3878
1723,393751.6394,8295870.678,3902
1724,394251.6394,8295870.678,3974
1725,394751.6394,8295870.678,4079
1726,395251.6394,8295870.678,4213
1727,395751.6394,8295870.678,4157
1728,396251.6394,8295870.678,4078
1729,396751.6394,8295870.678,4011
1730,397251.6394,8295870.678,3900
1731,397751.6394,8295870.678,3852
1732,398251.6394,8295870.678,3836
1733,398751.6394,8295870.678,3826
1734,399251.6394,8295870.678,3825
1735,399751.6394,8295870.678,3818
1736,400251.6394,8295870.678,3817
1737,400751.6394,8295870.678,3817
1738,401251.6394,8295870.678,3821
1739,362251.6394,8295370.678,3840
1740,362751.6394,8295370.678,3840
1741,363251.6394,8295370.678,3836
1742,363751.6394,8295370.678,3837
1743,364251.6394,8295370.678,3837
1744,364751.6394,8295370.678,3836
1745,365251.6394,8295370.678,3838
1746,365751.6394,8295370.678,3837
1747,366251.6394,8295370.678,3839
1748,366751.6394,8295370.678,3836
1749,367251.6394,8295370.678,3847
1750,367751.6394,8295370.678,4004
1751,368251.6394,8295370.678,4071
1752,368751.6394,8295370.678,3920
1753,369251.6394,8295370.678,3830
1754,369751.6394,8295370.678,3830
1755,370251.6394,8295370.678,3830
1756,370751.6394,8295370.678,3830
1757,371251.6394,8295370.678,3830
1758,371751.6394,8295370.678,3834
1759,372251.6394,8295370.678,3877
1760,372751.6394,8295370.678,4037
1761,373251.6394,8295370.678,4093
1762,373751.6394,8295370.678,4152
1763,374251.6394,8295370.678,3988
1764,374751.6394,8295370.678,3869
1765,375251.6394,8295370.678,3835
1766,375751.6394,8295370.678,3830
1767,376251.6394,8295370.678,3830
1768,376751.6394,8295370.678,3832
1769,377251.6394,8295370.678,3830
1770,377751.6394,8295370.678,3832
1771,378251.6394,8295370.678,3833
1772,378751.6394,8295370.678,3829
1773,379251.6394,8295370.678,3834
1774,379751.6394,8295370.678,3833
1775,380251.6394,8295370.678,3833
1776,380751.6394,8295370.678,3834
1777,381251.6394,8295370.678,3833
1778,381751.6394,8295370.678,3833
1779,382251.6394,8295370.678,3830
1780,382751.6394,8295370.678,3832
1781,383251.6394,8295370.678,3836
1782,383751.6394,8295370.678,3836
1783,384251.6394,8295370.678,3831
1784,384751.6394,8295370.678,3833
1785,385251.6394,8295370.678,3832
1786,385751.6394,8295370.678,3832
1787,386251.6394,8295370.678,3831
1788,386751.6394,8295370.678,3829
1789,387251.6394,8295370.678,3829
1790,387751.6394,8295370.678,3829
1791,388251.6394,8295370.678,3830
1792,388751.6394,8295370.678,3833
1793,389251.6394,8295370.678,3834
1794,389751.6394,8295370.678,3849
1795,390251.6394,8295370.678,3889
1796,390751.6394,8295370.678,3840
1797,391251.6394,8295370.678,3836
1798,391751.6394,8295370.678,3833
1799,392251.6394,8295370.678,3837
1800,392751.6394,8295370.678,3866
1801,393251.6394,8295370.678,3872
1802,393751.6394,8295370.678,3970
1803,394251.6394,8295370.678,4078
1804,394751.6394,8295370.678,4134
1805,395251.6394,8295370.678,4153
1806,395751.6394,8295370.678,4141
1807,396251.6394,8295370.678,4164
1808,396751.6394,8295370.678,4044
1809,397251.6394,8295370.678,3990
1810,397751.6394,8295370.678,3936
1811,398251.6394,8295370.678,3897
1812,398751.6394,8295370.678,3830
1813,399251.6394,8295370.678,3819
1814,399751.6394,8295370.678,3819
1815,400251.6394,8295370.678,3816
1816,400751.6394,8295370.678,3818
1817,401251.6394,8295370.678,3819
1818,362251.6394,8294870.678,3841
1819,362751.6394,8294870.678,3841
1820,363251.6394,8294870.678,3836
1821,363751.6394,8294870.678,3839
1822,364251.6394,8294870.678,3837
1823,364751.6394,8294870.678,3840
1824,365251.6394,8294870.678,3834
1825,365751.6394,8294870.678,3835
1826,366251.6394,8294870.678,3834
1827,366751.6394,8294870.678,3836
1828,367251.6394,8294870.678,3835
1829,367751.6394,8294870.678,3893
1830,368251.6394,8294870.678,4001
1831,368751.6394,8294870.678,4035
1832,369251.6394,8294870.678,3871
1833,369751.6394,8294870.678,3830
1834,370251.6394,8294870.678,3830
1835,370751.6394,8294870.678,3830
1836,371251.6394,8294870.678,3830
1837,371751.6394,8294870.678,3835
1838,372251.6394,8294870.678,3833
1839,372751.6394,8294870.678,3863
1840,373251.6394,8294870.678,3926
1841,373751.6394,8294870.678,4062
1842,374251.6394,8294870.678,4034
1843,374751.6394,8294870.678,4074
1844,375251.6394,8294870.678,3910
1845,375751.6394,8294870.678,3831
1846,376251.6394,8294870.678,3835
1847,376751.6394,8294870.678,3832
1848,377251.6394,8294870.678,3833
1849,377751.6394,8294870.678,3829
1850,378251.6394,8294870.678,3829
1851,378751.6394,8294870.678,3832
1852,379251.6394,8294870.678,3831
1853,379751.6394,8294870.678,3832
1854,380251.6394,8294870.678,3831
1855,380751.6394,8294870.678,3832
1856,381251.6394,8294870.678,3833
1857,381751.6394,8294870.678,3832
1858,382251.6394,8294870.678,3834
1859,382751.6394,8294870.678,3847
1860,383251.6394,8294870.678,3837
1861,383751.6394,8294870.678,3835
1862,384251.6394,8294870.678,3833
1863,384751.6394,8294870.678,3833
1864,385251.6394,8294870.678,3832
1865,385751.6394,8294870.678,3831
1866,386251.6394,8294870.678,3829
1867,386751.6394,8294870.678,3831
1868,387251.6394,8294870.678,3830
1869,387751.6394,8294870.678,3831
1870,388251.6394,8294870.678,3828
1871,388751.6394,8294870.678,3851
1872,389251.6394,8294870.678,3829
1873,389751.6394,8294870.678,3830
1874,390251.6394,8294870.678,3893
1875,390751.6394,8294870.678,3848
1876,391251.6394,8294870.678,3837
1877,391751.6394,8294870.678,3833
1878,392251.6394,8294870.678,3840
1879,392751.6394,8294870.678,3847
1880,393251.6394,8294870.678,3883
1881,393751.6394,8294870.678,3963
1882,394251.6394,8294870.678,4073
1883,394751.6394,8294870.678,4083
1884,395251.6394,8294870.678,4035
1885,395751.6394,8294870.678,4083
1886,396251.6394,8294870.678,4028
1887,396751.6394,8294870.678,4098
1888,397251.6394,8294870.678,3994
1889,397751.6394,8294870.678,3930
1890,398251.6394,8294870.678,3960
1891,398751.6394,8294870.678,3844
1892,399251.6394,8294870.678,3826
1893,399751.6394,8294870.678,3822
1894,400251.6394,8294870.678,3818
1895,400751.6394,8294870.678,3817
1896,401251.6394,8294870.678,3814
1897,362251.6394,8294370.678,3840
1898,362751.6394,8294370.678,3839
1899,363251.6394,8294370.678,3841
1900,363751.6394,8294370.678,3838
1901,364251.6394,8294370.678,3838
1902,364751.6394,8294370.678,3837
1903,365251.6394,8294370.678,3834
1904,365751.6394,8294370.678,3835
1905,366251.6394,8294370.678,3835
1906,366751.6394,8294370.678,3836
1907,367251.6394,8294370.678,3837
1908,367751.6394,8294370.678,3856
1909,368251.6394,8294370.678,3858
1910,368751.6394,8294370.678,3966
1911,369251.6394,8294370.678,4027
1912,369751.6394,8294370.678,3938
1913,370251.6394,8294370.678,3830
1914,370751.6394,8294370.678,3829
1915,371251.6394,8294370.678,3831
1916,371751.6394,8294370.678,3832
1917,372251.6394,8294370.678,3832
1918,372751.6394,8294370.678,3833
1919,373251.6394,8294370.678,3861
1920,373751.6394,8294370.678,3950
1921,374251.6394,8294370.678,3894
1922,374751.6394,8294370.678,4017
1923,375251.6394,8294370.678,4026
1924,375751.6394,8294370.678,3983
1925,376251.6394,8294370.678,3855
1926,376751.6394,8294370.678,3829
1927,377251.6394,8294370.678,3833
1928,377751.6394,8294370.678,3830
1929,378251.6394,8294370.678,3831
1930,378751.6394,8294370.678,3831
1931,379251.6394,8294370.678,3831
1932,379751.6394,8294370.678,3832
1933,380251.6394,8294370.678,3831
1934,380751.6394,8294370.678,3831
1935,381251.6394,8294370.678,3834
1936,381751.6394,8294370.678,3831
1937,382251.6394,8294370.678,3832
1938,382751.6394,8294370.678,3833
1939,383251.6394,8294370.678,3877
1940,383751.6394,8294370.678,3858
1941,384251.6394,8294370.678,3832
1942,384751.6394,8294370.678,3831
1943,385251.6394,8294370.678,3833
1944,385751.6394,8294370.678,3831
1945,386251.6394,8294370.678,3831
1946,386751.6394,8294370.678,3827
1947,387251.6394,8294370.678,3832
1948,387751.6394,8294370.678,3832
1949,388251.6394,8294370.678,3840
1950,388751.6394,8294370.678,3838
1951,389251.6394,8294370.678,3831
1952,389751.6394,8294370.678,3832
1953,390251.6394,8294370.678,3860
1954,390751.6394,8294370.678,3902
1955,391251.6394,8294370.678,3877
1956,391751.6394,8294370.678,3837
1957,392251.6394,8294370.678,3850
1958,392751.6394,8294370.678,3843
1959,393251.6394,8294370.678,3864
1960,393751.6394,8294370.678,3914
1961,394251.6394,8294370.678,4024
1962,394751.6394,8294370.678,4051
1963,395251.6394,8294370.678,4011
1964,395751.6394,8294370.678,4005
1965,396251.6394,8294370.678,3977
1966,396751.6394,8294370.678,4007
1967,397251.6394,8294370.678,4062
1968,397751.6394,8294370.678,3998
1969,398251.6394,8294370.678,3995
1970,398751.6394,8294370.678,3918
1971,399251.6394,8294370.678,3857
1972,399751.6394,8294370.678,3846
1973,400251.6394,8294370.678,3821
1974,400751.6394,8294370.678,3817
1975,401251.6394,8294370.678,3818
1976,362251.6394,8293870.678,3838
1977,362751.6394,8293870.678,3841
1978,363251.6394,8293870.678,3836
1979,363751.6394,8293870.678,3840
1980,364251.6394,8293870.678,3839
1981,364751.6394,8293870.678,3835
1982,365251.6394,8293870.678,3836
1983,365751.6394,8293870.678,3834
1984,366251.6394,8293870.678,3836
1985,366751.6394,8293870.678,3834
1986,367251.6394,8293870.678,3836
1987,367751.6394,8293870.678,3847
1988,368251.6394,8293870.678,3846
1989,368751.6394,8293870.678,3840
1990,369251.6394,8293870.678,3998
1991,369751.6394,8293870.678,4004
1992,370251.6394,8293870.678,3926
1993,370751.6394,8293870.678,3832
1994,371251.6394,8293870.678,3832
1995,371751.6394,8293870.678,3832
1996,372251.6394,8293870.678,3833
1997,372751.6394,8293870.678,3832
1998,373251.6394,8293870.678,3831
1999,373751.6394,8293870.678,3866
2000,374251.6394,8293870.678,3836
2001,374751.6394,8293870.678,3839
2002,375251.6394,8293870.678,3887
2003,375751.6394,8293870.678,3904
2004,376251.6394,8293870.678,3857
2005,376751.6394,8293870.678,3924
2006,377251.6394,8293870.678,3832
2007,377751.6394,8293870.678,3831
2008,378251.6394,8293870.678,3832
2009,378751.6394,8293870.678,3829
2010,379251.6394,8293870.678,3832
2011,379751.6394,8293870.678,3833
2012,380251.6394,8293870.678,3828
2013,380751.6394,8293870.678,3832
2014,381251.6394,8293870.678,3830
2015,381751.6394,8293870.678,3829
2016,382251.6394,8293870.678,3830
2017,382751.6394,8293870.678,3833
2018,383251.6394,8293870.678,3834
2019,383751.6394,8293870.678,3866
2020,384251.6394,8293870.678,3831
2021,384751.6394,8293870.678,3834
2022,385251.6394,8293870.678,3831
2023,385751.6394,8293870.678,3831
2024,386251.6394,8293870.678,3831
2025,386751.6394,8293870.678,3831
2026,387251.6394,8293870.678,3830
2027,387751.6394,8293870.678,3831
2028,388251.6394,8293870.678,3828
2029,388751.6394,8293870.678,3892
2030,389251.6394,8293870.678,3854
2031,389751.6394,8293870.678,3830
2032,390251.6394,8293870.678,3831
2033,390751.6394,8293870.678,3867
2034,391251.6394,8293870.678,3853
2035,391751.6394,8293870.678,3848
2036,392251.6394,8293870.678,3857
2037,392751.6394,8293870.678,3856
2038,393251.6394,8293870.678,3849
2039,393751.6394,8293870.678,3928
2040,394251.6394,8293870.678,3976
2041,394751.6394,8293870.678,4008
2042,395251.6394,8293870.678,3978
2043,395751.6394,8293870.678,3962
2044,396251.6394,8293870.678,3984
2045,396751.6394,8293870.678,4009
2046,397251.6394,8293870.678,4033
2047,397751.6394,8293870.678,4037
2048,398251.6394,8293870.678,3984
2049,398751.6394,8293870.678,4051
2050,399251.6394,8293870.678,3955
2051,399751.6394,8293870.678,3919
2052,400251.6394,8293870.678,3820
2053,400751.6394,8293870.678,3818
2054,401251.6394,8293870.678,3822
2055,362251.6394,8293370.678,3840
2056,362751.6394,8293370.678,3837
2057,363251.6394,8293370.678,3840
2058,363751.6394,8293370.678,3838
2059,364251.6394,8293370.678,3837
2060,364751.6394,8293370.678,3837
2061,365251.6394,8293370.678,3834
2062,365751.6394,8293370.678,3837
2063,366251.6394,8293370.678,3838
2064,366751.6394,8293370.678,3835
2065,367251.6394,8293370.678,3837
2066,367751.6394,8293370.678,3847
2067,368251.6394,8293370.678,3844
2068,368751.6394,8293370.678,3830
2069,369251.6394,8293370.678,3884
2070,369751.6394,8293370.678,3936
2071,370251.6394,8293370.678,3996
2072,370751.6394,8293370.678,3887
2073,371251.6394,8293370.678,3834
2074,371751.6394,8293370.678,3833
2075,372251.6394,8293370.678,3833
2076,372751.6394,8293370.678,3831
2077,373251.6394,8293370.678,3833
2078,373751.6394,8293370.678,3833
2079,374251.6394,8293370.678,3831
2080,374751.6394,8293370.678,3827
2081,375251.6394,8293370.678,3832
2082,375751.6394,8293370.678,3833
2083,376251.6394,8293370.678,3833
2084,376751.6394,8293370.678,3830
2085,377251.6394,8293370.678,3844
2086,377751.6394,8293370.678,3832
2087,378251.6394,8293370.678,3832
2088,378751.6394,8293370.678,3830
2089,379251.6394,8293370.678,3831
2090,379751.6394,8293370.678,3829
2091,380251.6394,8293370.678,3833
2092,380751.6394,8293370.678,3829
2093,381251.6394,8293370.678,3832
2094,381751.6394,8293370.678,3832
2095,382251.6394,8293370.678,3830
2096,382751.6394,8293370.678,3831
2097,383251.6394,8293370.678,3841
2098,383751.6394,8293370.678,3832
2099,384251.6394,8293370.678,3832
2100,384751.6394,8293370.678,3831
2101,385251.6394,8293370.678,3833
2102,385751.6394,8293370.678,3830
2103,386251.6394,8293370.678,3832
2104,386751.6394,8293370.678,3830
2105,387251.6394,8293370.678,3832
2106,387751.6394,8293370.678,3829
2107,388251.6394,8293370.678,3831
2108,388751.6394,8293370.678,3852
2109,389251.6394,8293370.678,3875
2110,389751.6394,8293370.678,3834
2111,390251.6394,8293370.678,3831
2112,390751.6394,8293370.678,3840
2113,391251.6394,8293370.678,3889
2114,391751.6394,8293370.678,3936
2115,392251.6394,8293370.678,3899
2116,392751.6394,8293370.678,3863
2117,393251.6394,8293370.678,3854
2118,393751.6394,8293370.678,3862
2119,394251.6394,8293370.678,3967
2120,394751.6394,8293370.678,4019
2121,395251.6394,8293370.678,3978
2122,395751.6394,8293370.678,3949
2123,396251.6394,8293370.678,3967
2124,396751.6394,8293370.678,4001
2125,397251.6394,8293370.678,3979
2126,397751.6394,8293370.678,4020
2127,398251.6394,8293370.678,4026
2128,398751.6394,8293370.678,3972
2129,399251.6394,8293370.678,4067
2130,399751.6394,8293370.678,3948
2131,400251.6394,8293370.678,3829
2132,400751.6394,8293370.678,3821
2133,401251.6394,8293370.678,3821
2134,362251.6394,8292870.678,3842
2135,362751.6394,8292870.678,3841
2136,363251.6394,8292870.678,3838
2137,363751.6394,8292870.678,3840
2138,364251.6394,8292870.678,3836
2139,364751.6394,8292870.678,3837
2140,365251.6394,8292870.678,3836
2141,365751.6394,8292870.678,3835
2142,366251.6394,8292870.678,3837
2143,366751.6394,8292870.678,3835
2144,367251.6394,8292870.678,3835
2145,367751.6394,8292870.678,3835
2146,368251.6394,8292870.678,3830
2147,368751.6394,8292870.678,3835
